price,room_type,number_of_reviews,reviews_per_month,city
45.0,Entire home/apt,6,0.2,Barcelona
145.0,Entire home/apt,42,1.17,Barcelona
300.0,Entire home/apt,29,0.82,Barcelona
47.0,Entire home/apt,5,0.17,Barcelona
115.0,Entire home/apt,1,0.1,Barcelona
60.0,Private room,5,0.17,Barcelona
45.0,Private room,0,,Barcelona
122.0,Entire home/apt,104,2.93,Barcelona
141.0,Hotel room,6,0.23,Barcelona
159.0,Hotel room,33,0.96,Barcelona
189.0,Entire home/apt,103,2.84,Barcelona
190.0,Entire home/apt,56,1.54,Barcelona
575.0,Entire home/apt,84,2.32,Barcelona
56.0,Entire home/apt,0,,Barcelona
66.0,Entire home/apt,1,0.03,Barcelona
74.0,Entire home/apt,63,1.75,Barcelona
140.0,Entire home/apt,6,0.16,Barcelona
41.0,Private room,0,,Barcelona
46.0,Private room,3,0.08,Barcelona
447.0,Entire home/apt,72,1.99,Barcelona
209.0,Entire home/apt,104,2.87,Barcelona
183.0,Entire home/apt,80,2.21,Barcelona
36.0,Private room,0,,Barcelona
22.0,Private room,21,0.6,Barcelona
59.0,Entire home/apt,15,0.5,Barcelona
133.0,Entire home/apt,71,1.96,Barcelona
85.0,Entire home/apt,5,0.18,Barcelona
160.0,Entire home/apt,8,0.22,Barcelona
20.0,Private room,0,,Barcelona
49.0,Entire home/apt,9,0.27,Barcelona
45.0,Private room,63,1.81,Barcelona
155.0,Entire home/apt,0,,Barcelona
40.0,Entire home/apt,18,0.49,Barcelona
35.0,Private room,1,0.03,Barcelona
450.0,Private room,0,,Barcelona
60.0,Entire home/apt,3,0.35,Barcelona
40.0,Private room,0,,Barcelona
31.0,Private room,13,0.36,Barcelona
80.0,Private room,63,1.75,Barcelona
50.0,Private room,44,1.23,Barcelona
100.0,Private room,0,,Barcelona
166.0,Entire home/apt,33,0.94,Barcelona
36.0,Private room,33,0.9,Barcelona
32.0,Private room,18,0.51,Barcelona
50.0,Private room,42,1.18,Barcelona
60.0,Entire home/apt,134,3.73,Barcelona
147.0,Entire home/apt,39,1.09,Barcelona
21.0,Hotel room,1,0.03,Barcelona
42.0,Shared room,27,0.74,Barcelona
21.0,Hotel room,2,0.06,Barcelona
21.0,Hotel room,2,0.06,Barcelona
26.0,Hotel room,1,0.04,Barcelona
26.0,Hotel room,1,0.04,Barcelona
26.0,Hotel room,0,,Barcelona
55.0,Entire home/apt,0,,Barcelona
46.0,Private room,99,2.78,Barcelona
40.0,Private room,10,0.29,Barcelona
100.0,Entire home/apt,0,,Barcelona
60.0,Private room,16,0.45,Barcelona
119.0,Entire home/apt,0,,Barcelona
120.0,Entire home/apt,1,0.03,Barcelona
80.0,Private room,96,3.96,Barcelona
93.0,Private room,23,1.12,Barcelona
104.0,Private room,6,0.25,Barcelona
91.0,Private room,63,2.42,Barcelona
92.0,Entire home/apt,1,0.03,Barcelona
20.0,Private room,1,0.77,Barcelona
40.0,Private room,17,2.66,Barcelona
83.0,Entire home/apt,3,0.09,Barcelona
35.0,Private room,5,0.14,Barcelona
175.0,Entire home/apt,4,0.12,Barcelona
30.0,Private room,50,1.4,Barcelona
100.0,Private room,0,,Barcelona
169.0,Entire home/apt,28,0.87,Barcelona
232.0,Entire home/apt,13,0.36,Barcelona
250.0,Entire home/apt,12,0.34,Barcelona
55.0,Entire home/apt,50,1.58,Barcelona
60.0,Private room,0,,Barcelona
50.0,Private room,1,0.03,Barcelona
90.0,Entire home/apt,34,0.96,Barcelona
27.0,Private room,6,0.23,Barcelona
106.0,Entire home/apt,74,2.08,Barcelona
45.0,Entire home/apt,2,0.08,Barcelona
37.0,Private room,18,0.51,Barcelona
166.0,Entire home/apt,23,0.65,Barcelona
40.0,Private room,0,,Barcelona
60.0,Private room,0,,Barcelona
34.0,Private room,11,0.3,Barcelona
66.0,Entire home/apt,0,,Barcelona
66.0,Entire home/apt,1,0.03,Barcelona
69.0,Entire home/apt,3,0.1,Barcelona
41.0,Entire home/apt,6,0.19,Barcelona
58.0,Private room,5,0.14,Barcelona
30.0,Private room,14,0.38,Barcelona
20.0,Private room,3,0.08,Barcelona
25.0,Private room,0,,Barcelona
180.0,Entire home/apt,0,,Barcelona
47.0,Private room,11,0.31,Barcelona
50.0,Entire home/apt,0,,Barcelona
252.0,Entire home/apt,30,0.87,Barcelona
20.0,Private room,1,0.03,Barcelona
50.0,Private room,3,0.08,Barcelona
97.0,Entire home/apt,5,0.15,Barcelona
58.0,Private room,8,0.27,Barcelona
82.0,Entire home/apt,26,0.73,Barcelona
60.0,Private room,0,,Barcelona
75.0,Private room,126,3.53,Barcelona
66.0,Private room,121,3.39,Barcelona
55.0,Entire home/apt,4,0.12,Barcelona
45.0,Private room,50,1.4,Barcelona
30.0,Private room,1,0.03,Barcelona
50.0,Private room,0,,Barcelona
35.0,Private room,39,1.1,Barcelona
86.0,Entire home/apt,46,1.3,Barcelona
56.0,Entire home/apt,1,0.03,Barcelona
50.0,Private room,58,1.64,Barcelona
140.0,Entire home/apt,7,0.21,Barcelona
66.0,Private room,81,2.3,Barcelona
126.0,Entire home/apt,29,0.82,Barcelona
59.0,Entire home/apt,4,0.13,Barcelona
46.0,Private room,1,0.03,Barcelona
99.0,Entire home/apt,54,1.55,Barcelona
89.0,Entire home/apt,0,,Barcelona
33.0,Private room,31,0.85,Barcelona
30.0,Private room,0,,Barcelona
24.0,Entire home/apt,0,,Barcelona
65.0,Entire home/apt,4,0.12,Barcelona
45.0,Private room,4,0.11,Barcelona
31.0,Private room,14,0.4,Barcelona
58.0,Private room,4,0.11,Barcelona
75.0,Private room,38,1.09,Barcelona
70.0,Entire home/apt,0,,Barcelona
20.0,Private room,35,1.04,Barcelona
50.0,Private room,21,0.59,Barcelona
252.0,Entire home/apt,32,0.91,Barcelona
247.0,Entire home/apt,34,0.97,Barcelona
56.0,Private room,61,1.73,Barcelona
64.0,Entire home/apt,6,0.19,Barcelona
84.0,Private room,10,0.28,Barcelona
100.0,Entire home/apt,18,0.51,Barcelona
39.0,Private room,18,0.51,Barcelona
122.0,Entire home/apt,6,0.2,Barcelona
10.0,Entire home/apt,2,0.07,Barcelona
324.0,Entire home/apt,44,1.25,Barcelona
80.0,Entire home/apt,0,,Barcelona
32.0,Private room,42,1.2,Barcelona
60.0,Private room,0,,Barcelona
35.0,Private room,2,0.06,Barcelona
49.0,Private room,0,,Barcelona
300.0,Entire home/apt,12,0.34,Barcelona
55.0,Entire home/apt,92,2.67,Barcelona
54.0,Private room,39,1.09,Barcelona
229.0,Entire home/apt,41,1.15,Barcelona
129.0,Entire home/apt,1,0.03,Barcelona
26.0,Entire home/apt,2,0.55,Barcelona
27.0,Private room,28,0.81,Barcelona
85.0,Entire home/apt,2,0.07,Barcelona
85.0,Entire home/apt,60,1.69,Barcelona
80.0,Private room,0,,Barcelona
25.0,Private room,1,0.03,Barcelona
45.0,Private room,17,0.51,Barcelona
48.0,Private room,46,1.81,Barcelona
37.0,Private room,7,0.24,Barcelona
400.0,Entire home/apt,1,0.23,Barcelona
130.0,Entire home/apt,355,10.66,Barcelona
89.0,Entire home/apt,15,0.45,Barcelona
122.0,Entire home/apt,42,1.19,Barcelona
97.0,Entire home/apt,1,0.03,Barcelona
23.0,Private room,85,2.4,Barcelona
85.0,Private room,0,,Barcelona
433.0,Entire home/apt,15,0.47,Barcelona
95.0,Entire home/apt,0,,Barcelona
771.0,Entire home/apt,1,0.04,Barcelona
135.0,Entire home/apt,30,0.87,Barcelona
70.0,Private room,16,0.45,Barcelona
187.0,Entire home/apt,21,0.63,Barcelona
22.0,Private room,0,,Barcelona
27.0,Private room,0,,Barcelona
32.0,Private room,0,,Barcelona
32.0,Private room,0,,Barcelona
27.0,Private room,0,,Barcelona
120.0,Entire home/apt,2,0.06,Barcelona
40.0,Private room,7,0.2,Barcelona
85.0,Entire home/apt,5,0.18,Barcelona
35.0,Private room,0,,Barcelona
33.0,Private room,2,0.06,Barcelona
69.0,Entire home/apt,2,0.06,Barcelona
41.0,Entire home/apt,12,0.35,Barcelona
70.0,Private room,26,0.74,Barcelona
119.0,Entire home/apt,0,,Barcelona
30.0,Private room,30,0.83,Barcelona
240.0,Entire home/apt,1,0.03,Barcelona
30.0,Private room,3,0.09,Barcelona
65.0,Entire home/apt,1,0.03,Barcelona
85.0,Entire home/apt,7,0.25,Barcelona
85.0,Entire home/apt,3,0.11,Barcelona
166.0,Entire home/apt,16,0.51,Barcelona
85.0,Entire home/apt,9,0.28,Barcelona
139.0,Entire home/apt,8,0.24,Barcelona
126.0,Entire home/apt,2,0.06,Barcelona
85.0,Entire home/apt,7,0.3,Barcelona
90.0,Entire home/apt,0,,Barcelona
96.0,Private room,5,0.14,Barcelona
30.0,Private room,0,,Barcelona
300.0,Private room,51,1.43,Barcelona
203.0,Entire home/apt,10,0.29,Barcelona
240.0,Entire home/apt,23,0.71,Barcelona
140.0,Entire home/apt,26,0.77,Barcelona
69.0,Private room,7,0.22,Barcelona
57.0,Private room,158,4.49,Barcelona
57.0,Private room,10,0.28,Barcelona
98.0,Entire home/apt,24,4.44,Barcelona
65.0,Private room,26,0.73,Barcelona
86.0,Entire home/apt,1,0.03,Barcelona
86.0,Entire home/apt,8,0.26,Barcelona
22.0,Private room,12,0.34,Barcelona
200.0,Private room,0,,Barcelona
139.0,Private room,5,0.19,Barcelona
24.0,Private room,1,0.03,Barcelona
48.0,Private room,25,0.72,Barcelona
129.0,Entire home/apt,89,2.66,Barcelona
117.0,Entire home/apt,13,0.41,Barcelona
111.0,Entire home/apt,10,0.29,Barcelona
106.0,Entire home/apt,15,0.46,Barcelona
106.0,Entire home/apt,25,0.78,Barcelona
139.0,Private room,3,0.1,Barcelona
80.0,Entire home/apt,1,0.03,Barcelona
150.0,Private room,0,,Barcelona
202.0,Entire home/apt,30,0.92,Barcelona
242.0,Entire home/apt,30,0.9,Barcelona
60.0,Entire home/apt,3,0.4,Barcelona
307.0,Entire home/apt,12,0.39,Barcelona
327.0,Entire home/apt,4,0.4,Barcelona
101.0,Entire home/apt,5,0.16,Barcelona
100.0,Entire home/apt,0,,Barcelona
100.0,Entire home/apt,2,0.41,Barcelona
25.0,Shared room,22,0.64,Barcelona
26.0,Shared room,81,2.33,Barcelona
90.0,Private room,1,0.03,Barcelona
20.0,Shared room,5,0.15,Barcelona
18.0,Shared room,16,0.46,Barcelona
28.0,Private room,60,1.72,Barcelona
145.0,Entire home/apt,36,1.07,Barcelona
69.0,Entire home/apt,74,2.11,Barcelona
130.0,Entire home/apt,9,0.28,Barcelona
16.0,Private room,5,0.15,Barcelona
207.0,Entire home/apt,34,0.99,Barcelona
60.0,Entire home/apt,12,0.37,Barcelona
70.0,Entire home/apt,0,,Barcelona
100.0,Private room,6,0.25,Barcelona
250.0,Entire home/apt,13,0.41,Barcelona
60.0,Private room,0,,Barcelona
51.0,Entire home/apt,0,,Barcelona
70.0,Private room,48,1.36,Barcelona
36.0,Private room,15,0.43,Barcelona
179.0,Entire home/apt,12,0.35,Barcelona
61.0,Private room,18,0.51,Barcelona
80.0,Private room,9,0.27,Barcelona
30.0,Private room,35,0.99,Barcelona
60.0,Private room,197,6.06,Barcelona
156.0,Entire home/apt,0,,Barcelona
32.0,Private room,1,0.03,Barcelona
600.0,Entire home/apt,1,0.05,Barcelona
93.0,Private room,8,0.24,Barcelona
62.0,Entire home/apt,19,2.73,Barcelona
165.0,Entire home/apt,70,2.08,Barcelona
999.0,Entire home/apt,0,,Barcelona
265.0,Entire home/apt,1,0.13,Barcelona
273.0,Entire home/apt,0,,Barcelona
53.0,Entire home/apt,2,0.06,Barcelona
337.0,Entire home/apt,134,3.94,Barcelona
195.0,Entire home/apt,97,3.04,Barcelona
249.0,Entire home/apt,1,0.13,Barcelona
69.0,Entire home/apt,82,2.53,Barcelona
63.0,Entire home/apt,5,0.16,Barcelona
65.0,Entire home/apt,23,0.67,Barcelona
95.0,Entire home/apt,0,,Barcelona
150.0,Entire home/apt,23,0.8,Barcelona
22.0,Shared room,6,0.18,Barcelona
21.0,Shared room,7,0.21,Barcelona
17.0,Shared room,311,8.99,Barcelona
253.0,Entire home/apt,2,0.06,Barcelona
713.0,Entire home/apt,38,1.21,Barcelona
253.0,Entire home/apt,8,0.25,Barcelona
108.0,Entire home/apt,26,0.85,Barcelona
129.0,Entire home/apt,0,,Barcelona
270.0,Entire home/apt,0,,Barcelona
216.0,Entire home/apt,37,1.13,Barcelona
335.0,Entire home/apt,5,0.17,Barcelona
425.0,Entire home/apt,2,0.06,Barcelona
401.0,Entire home/apt,71,2.12,Barcelona
489.0,Entire home/apt,2,0.07,Barcelona
424.0,Entire home/apt,97,2.92,Barcelona
512.0,Entire home/apt,1,0.05,Barcelona
129.0,Entire home/apt,0,,Barcelona
122.0,Entire home/apt,0,,Barcelona
124.0,Entire home/apt,1,0.03,Barcelona
138.0,Entire home/apt,1,0.03,Barcelona
95.0,Entire home/apt,36,1.03,Barcelona
57.0,Private room,67,1.9,Barcelona
110.0,Entire home/apt,0,,Barcelona
104.0,Entire home/apt,0,,Barcelona
52.0,Private room,66,1.88,Barcelona
71.0,Entire home/apt,47,1.38,Barcelona
46.0,Private room,18,0.51,Barcelona
650.0,Entire home/apt,5,0.15,Barcelona
25.0,Private room,14,0.42,Barcelona
129.0,Entire home/apt,0,,Barcelona
65.0,Private room,3,0.09,Barcelona
81.0,Entire home/apt,0,,Barcelona
741.0,Entire home/apt,3,0.1,Barcelona
300.0,Entire home/apt,49,1.43,Barcelona
429.0,Entire home/apt,62,1.87,Barcelona
59.0,Entire home/apt,0,,Barcelona
16.0,Private room,135,3.97,Barcelona
65.0,Entire home/apt,0,,Barcelona
66.0,Entire home/apt,4,0.13,Barcelona
105.0,Entire home/apt,56,1.64,Barcelona
39.0,Entire home/apt,95,2.75,Barcelona
110.0,Entire home/apt,38,1.13,Barcelona
18.0,Private room,47,1.39,Barcelona
134.0,Hotel room,37,1.08,Barcelona
40.0,Entire home/apt,4,0.12,Barcelona
81.0,Private room,0,,Barcelona
152.0,Entire home/apt,25,0.82,Barcelona
257.0,Entire home/apt,26,0.76,Barcelona
176.0,Entire home/apt,13,0.43,Barcelona
50.0,Private room,6,0.17,Barcelona
50.0,Private room,8,0.24,Barcelona
118.0,Entire home/apt,0,,Barcelona
39.0,Private room,2,0.06,Barcelona
150.0,Private room,1,0.03,Barcelona
389.0,Entire home/apt,1,0.15,Barcelona
70.0,Private room,2,0.06,Barcelona
85.0,Entire home/apt,1,0.03,Barcelona
19.0,Private room,3,0.09,Barcelona
49.0,Private room,18,0.53,Barcelona
32.0,Private room,21,0.63,Barcelona
36.0,Private room,107,3.16,Barcelona
133.0,Entire home/apt,48,1.38,Barcelona
39.0,Private room,7,0.21,Barcelona
159.0,Entire home/apt,83,2.4,Barcelona
376.0,Entire home/apt,16,0.53,Barcelona
126.0,Entire home/apt,32,0.93,Barcelona
28.0,Private room,3,0.09,Barcelona
31.0,Private room,43,1.24,Barcelona
150.0,Entire home/apt,0,,Barcelona
125.0,Entire home/apt,2,0.06,Barcelona
25.0,Private room,2,0.07,Barcelona
647.0,Entire home/apt,18,0.56,Barcelona
395.0,Entire home/apt,18,0.55,Barcelona
129.0,Entire home/apt,15,1.5,Barcelona
178.0,Entire home/apt,5,0.44,Barcelona
148.0,Entire home/apt,64,1.85,Barcelona
39.0,Private room,0,,Barcelona
76.0,Entire home/apt,124,3.63,Barcelona
303.0,Entire home/apt,3,0.2,Barcelona
475.0,Entire home/apt,17,0.54,Barcelona
35.0,Entire home/apt,8,0.25,Barcelona
133.0,Entire home/apt,37,1.1,Barcelona
35.0,Private room,2,0.06,Barcelona
259.0,Entire home/apt,12,0.36,Barcelona
47.0,Entire home/apt,3,0.09,Barcelona
33.0,Private room,44,1.3,Barcelona
36.0,Private room,61,1.78,Barcelona
36.0,Private room,21,0.63,Barcelona
33.0,Private room,24,0.68,Barcelona
55.0,Entire home/apt,0,,Barcelona
49.0,Entire home/apt,1,0.04,Barcelona
50.0,Entire home/apt,1,0.12,Barcelona
207.0,Entire home/apt,77,2.23,Barcelona
50.0,Private room,17,0.5,Barcelona
36.0,Private room,26,0.75,Barcelona
32.0,Private room,62,1.81,Barcelona
154.0,Entire home/apt,22,1.78,Barcelona
197.0,Entire home/apt,14,1.18,Barcelona
60.0,Private room,25,0.72,Barcelona
55.0,Private room,31,0.89,Barcelona
110.0,Private room,1,0.03,Barcelona
400.0,Entire home/apt,0,,Barcelona
79.0,Entire home/apt,10,0.33,Barcelona
50.0,Private room,20,0.58,Barcelona
22.0,Private room,4,0.11,Barcelona
30.0,Entire home/apt,3,0.12,Barcelona
38.0,Private room,8,0.23,Barcelona
80.0,Private room,8,0.23,Barcelona
35.0,Private room,99,2.93,Barcelona
47.0,Private room,56,1.68,Barcelona
60.0,Private room,4,0.11,Barcelona
71.0,Entire home/apt,0,,Barcelona
74.0,Entire home/apt,19,1.91,Barcelona
55.0,Private room,29,0.87,Barcelona
50.0,Private room,3,0.09,Barcelona
100.0,Private room,1,0.03,Barcelona
126.0,Entire home/apt,1,0.04,Barcelona
54.0,Private room,10,0.31,Barcelona
257.0,Entire home/apt,22,0.67,Barcelona
40.0,Private room,6,0.17,Barcelona
118.0,Entire home/apt,27,0.86,Barcelona
207.0,Entire home/apt,0,,Barcelona
292.0,Hotel room,1,0.17,Barcelona
474.0,Entire home/apt,1,0.03,Barcelona
65.0,Private room,0,,Barcelona
69.0,Entire home/apt,5,0.16,Barcelona
127.0,Entire home/apt,32,0.96,Barcelona
157.0,Entire home/apt,35,1.13,Barcelona
147.0,Entire home/apt,25,0.83,Barcelona
41.0,Private room,3,0.09,Barcelona
75.0,Entire home/apt,0,,Barcelona
40.0,Private room,22,0.63,Barcelona
41.0,Private room,31,0.93,Barcelona
50.0,Private room,3,0.09,Barcelona
28.0,Entire home/apt,8,0.29,Barcelona
56.0,Private room,8,0.27,Barcelona
29.0,Entire home/apt,10,0.31,Barcelona
92.0,Entire home/apt,41,1.22,Barcelona
50.0,Private room,23,0.69,Barcelona
42.0,Private room,9,0.27,Barcelona
40.0,Entire home/apt,0,,Barcelona
49.0,Private room,1,0.14,Barcelona
120.0,Entire home/apt,0,,Barcelona
43.0,Private room,18,0.54,Barcelona
100.0,Entire home/apt,0,,Barcelona
115.0,Entire home/apt,70,2.15,Barcelona
129.0,Entire home/apt,32,0.95,Barcelona
55.0,Entire home/apt,2,0.06,Barcelona
103.0,Entire home/apt,43,1.32,Barcelona
37.0,Private room,17,0.49,Barcelona
95.0,Private room,11,0.32,Barcelona
134.0,Entire home/apt,14,0.43,Barcelona
40.0,Entire home/apt,2,0.08,Barcelona
101.0,Private room,18,0.57,Barcelona
204.0,Private room,0,,Barcelona
36.0,Private room,53,1.53,Barcelona
21.0,Private room,4,0.14,Barcelona
22.0,Private room,0,,Barcelona
143.0,Entire home/apt,61,1.83,Barcelona
180.0,Entire home/apt,0,,Barcelona
101.0,Entire home/apt,53,1.58,Barcelona
122.0,Entire home/apt,9,0.26,Barcelona
232.0,Entire home/apt,66,2.1,Barcelona
278.0,Entire home/apt,75,2.39,Barcelona
232.0,Entire home/apt,100,3.15,Barcelona
81.0,Private room,81,2.4,Barcelona
110.0,Entire home/apt,0,,Barcelona
100.0,Entire home/apt,2,0.06,Barcelona
97.0,Entire home/apt,19,0.62,Barcelona
96.0,Private room,45,1.33,Barcelona
94.0,Entire home/apt,11,0.33,Barcelona
25.0,Private room,7,0.21,Barcelona
70.0,Entire home/apt,7,0.22,Barcelona
60.0,Private room,0,,Barcelona
65.0,Private room,0,,Barcelona
55.0,Shared room,1,0.03,Barcelona
55.0,Shared room,0,,Barcelona
55.0,Shared room,1,0.03,Barcelona
131.0,Entire home/apt,15,0.48,Barcelona
125.0,Private room,109,3.24,Barcelona
20.0,Private room,2,0.09,Barcelona
75.0,Entire home/apt,0,,Barcelona
45.0,Entire home/apt,7,0.37,Barcelona
22.0,Private room,1,0.03,Barcelona
65.0,Entire home/apt,7,0.23,Barcelona
23.0,Private room,18,0.52,Barcelona
80.0,Entire home/apt,2,0.07,Barcelona
40.0,Private room,14,0.41,Barcelona
63.0,Entire home/apt,2,0.39,Barcelona
198.0,Entire home/apt,47,1.44,Barcelona
100.0,Private room,0,,Barcelona
76.0,Entire home/apt,88,2.74,Barcelona
320.0,Entire home/apt,65,2.02,Barcelona
38.0,Private room,9,0.26,Barcelona
70.0,Entire home/apt,1,0.03,Barcelona
138.0,Entire home/apt,44,1.37,Barcelona
32.0,Private room,4,0.12,Barcelona
44.0,Private room,4,0.12,Barcelona
70.0,Entire home/apt,3,0.21,Barcelona
74.0,Entire home/apt,35,1.04,Barcelona
154.0,Entire home/apt,3,0.09,Barcelona
87.0,Entire home/apt,11,0.34,Barcelona
58.0,Entire home/apt,0,,Barcelona
56.0,Private room,39,1.14,Barcelona
62.0,Entire home/apt,1,0.03,Barcelona
50.0,Private room,24,0.72,Barcelona
22.0,Hotel room,34,1.0,Barcelona
128.0,Entire home/apt,1,0.03,Barcelona
30.0,Private room,31,0.9,Barcelona
123.0,Entire home/apt,14,0.42,Barcelona
28.0,Private room,5,0.15,Barcelona
35.0,Private room,82,2.42,Barcelona
64.0,Entire home/apt,2,0.07,Barcelona
75.0,Private room,5,0.14,Barcelona
74.0,Entire home/apt,31,0.93,Barcelona
31.0,Private room,59,1.75,Barcelona
40.0,Private room,27,0.81,Barcelona
50.0,Private room,0,,Barcelona
45.0,Private room,39,1.17,Barcelona
80.0,Private room,6,0.19,Barcelona
118.0,Entire home/apt,35,1.06,Barcelona
36.0,Private room,20,0.59,Barcelona
45.0,Private room,0,,Barcelona
27.0,Private room,7,0.86,Barcelona
87.0,Entire home/apt,22,0.67,Barcelona
63.0,Entire home/apt,0,,Barcelona
15.0,Private room,14,0.46,Barcelona
48.0,Hotel room,1,0.17,Barcelona
40.0,Hotel room,12,0.36,Barcelona
41.0,Hotel room,0,,Barcelona
23.0,Private room,2,0.06,Barcelona
60.0,Entire home/apt,4,0.12,Barcelona
33.0,Entire home/apt,2,0.07,Barcelona
28.0,Shared room,4,0.12,Barcelona
20.0,Hotel room,960,28.51,Barcelona
250.0,Entire home/apt,19,0.58,Barcelona
15.0,Private room,3,0.1,Barcelona
75.0,Private room,0,,Barcelona
21.0,Shared room,116,3.43,Barcelona
22.0,Shared room,39,1.18,Barcelona
214.0,Entire home/apt,4,0.12,Barcelona
233.0,Entire home/apt,2,0.06,Barcelona
224.0,Entire home/apt,3,0.09,Barcelona
147.0,Entire home/apt,154,4.62,Barcelona
49.0,Private room,3,0.09,Barcelona
177.0,Entire home/apt,1,1.0,Barcelona
100.0,Private room,19,0.57,Barcelona
123.0,Private room,6,0.18,Barcelona
186.0,Entire home/apt,0,,Barcelona
196.0,Entire home/apt,0,,Barcelona
100.0,Entire home/apt,4,0.38,Barcelona
167.0,Entire home/apt,1,0.03,Barcelona
158.0,Entire home/apt,2,0.53,Barcelona
148.0,Entire home/apt,3,0.22,Barcelona
40.0,Private room,0,,Barcelona
44.0,Private room,4,0.12,Barcelona
25.0,Private room,5,0.15,Barcelona
56.0,Private room,3,0.09,Barcelona
19.0,Private room,2,0.31,Barcelona
83.0,Entire home/apt,99,2.99,Barcelona
124.0,Private room,1,0.03,Barcelona
108.0,Entire home/apt,356,10.73,Barcelona
100.0,Entire home/apt,2,0.1,Barcelona
90.0,Private room,0,,Barcelona
39.0,Private room,86,2.56,Barcelona
15.0,Private room,4,0.12,Barcelona
50.0,Private room,9,0.3,Barcelona
53.0,Entire home/apt,0,,Barcelona
42.0,Private room,1,0.03,Barcelona
158.0,Entire home/apt,25,0.78,Barcelona
150.0,Private room,2,0.3,Barcelona
78.0,Hotel room,72,2.17,Barcelona
108.0,Hotel room,70,2.11,Barcelona
26.0,Private room,0,,Barcelona
101.0,Entire home/apt,1,0.05,Barcelona
37.0,Private room,13,0.38,Barcelona
28.0,Private room,0,,Barcelona
176.0,Entire home/apt,0,,Barcelona
13.0,Private room,1,0.03,Barcelona
97.0,Entire home/apt,102,3.04,Barcelona
61.0,Entire home/apt,3,0.16,Barcelona
146.0,Entire home/apt,75,2.3,Barcelona
16.0,Private room,7,0.22,Barcelona
58.0,Entire home/apt,0,,Barcelona
176.0,Entire home/apt,0,,Barcelona
61.0,Entire home/apt,1,0.18,Barcelona
155.0,Entire home/apt,0,,Barcelona
32.0,Private room,18,0.52,Barcelona
211.0,Entire home/apt,0,,Barcelona
190.0,Entire home/apt,9,0.27,Barcelona
138.0,Entire home/apt,0,,Barcelona
220.0,Entire home/apt,17,0.52,Barcelona
164.0,Entire home/apt,5,0.15,Barcelona
122.0,Private room,1,0.03,Barcelona
113.0,Hotel room,0,,Barcelona
111.0,Private room,6,0.18,Barcelona
107.0,Private room,10,0.32,Barcelona
92.0,Hotel room,151,5.08,Barcelona
125.0,Hotel room,13,0.46,Barcelona
53.0,Private room,87,2.59,Barcelona
140.0,Entire home/apt,7,0.23,Barcelona
140.0,Entire home/apt,1,0.03,Barcelona
150.0,Entire home/apt,0,,Barcelona
102.0,Hotel room,20,0.64,Barcelona
35.0,Private room,21,0.63,Barcelona
60.0,Private room,3,0.09,Barcelona
100.0,Entire home/apt,8,0.32,Barcelona
60.0,Private room,29,0.86,Barcelona
50.0,Entire home/apt,2,0.3,Barcelona
13.0,Private room,2,0.06,Barcelona
53.0,Private room,17,0.51,Barcelona
60.0,Private room,14,0.49,Barcelona
60.0,Entire home/apt,2,0.07,Barcelona
102.0,Entire home/apt,25,0.76,Barcelona
79.0,Private room,11,0.33,Barcelona
40.0,Private room,0,,Barcelona
60.0,Private room,1,0.03,Barcelona
600.0,Entire home/apt,0,,Barcelona
154.0,Private room,20,0.61,Barcelona
48.0,Private room,75,2.27,Barcelona
18.0,Private room,3,0.09,Barcelona
34.0,Private room,69,2.12,Barcelona
44.0,Private room,5,0.15,Barcelona
90.0,Entire home/apt,7,0.22,Barcelona
36.0,Private room,0,,Barcelona
42.0,Private room,11,0.32,Barcelona
49.0,Entire home/apt,2,0.3,Barcelona
60.0,Entire home/apt,0,,Barcelona
80.0,Entire home/apt,1,0.03,Barcelona
161.0,Entire home/apt,48,1.48,Barcelona
163.0,Entire home/apt,11,1.34,Barcelona
190.0,Entire home/apt,68,2.38,Barcelona
19.0,Private room,2,0.15,Barcelona
20.0,Private room,4,0.13,Barcelona
21.0,Private room,6,0.33,Barcelona
35.0,Private room,40,1.21,Barcelona
80.0,Entire home/apt,0,,Barcelona
120.0,Entire home/apt,0,,Barcelona
141.0,Entire home/apt,76,2.28,Barcelona
60.0,Private room,1,0.03,Barcelona
186.0,Entire home/apt,5,0.19,Barcelona
96.0,Private room,9,0.26,Barcelona
85.0,Private room,10,0.31,Barcelona
75.0,Entire home/apt,107,3.21,Barcelona
34.0,Private room,7,0.21,Barcelona
46.0,Private room,0,,Barcelona
80.0,Entire home/apt,1,0.05,Barcelona
99.0,Entire home/apt,0,,Barcelona
136.0,Private room,1,0.03,Barcelona
36.0,Private room,15,0.44,Barcelona
25.0,Private room,118,3.58,Barcelona
55.0,Entire home/apt,8,0.28,Barcelona
50.0,Private room,0,,Barcelona
29.0,Private room,7,0.21,Barcelona
30.0,Private room,56,1.66,Barcelona
70.0,Private room,10,0.31,Barcelona
37.0,Private room,10,0.31,Barcelona
55.0,Private room,35,1.07,Barcelona
60.0,Private room,74,2.23,Barcelona
35.0,Private room,14,0.42,Barcelona
130.0,Entire home/apt,5,0.16,Barcelona
381.0,Entire home/apt,31,1.01,Barcelona
64.0,Entire home/apt,9,0.29,Barcelona
59.0,Private room,22,0.66,Barcelona
218.0,Entire home/apt,5,0.2,Barcelona
60.0,Entire home/apt,1,0.03,Barcelona
88.0,Private room,9,0.27,Barcelona
40.0,Shared room,3,0.09,Barcelona
